,Survived,Age,Parch,Fare,FamilySize,IsAlone_1,Pclass_2,Pclass_3,Sex_male,Deck_DE,Deck_FG,Deck_U,Embarked_Q,Embarked_S
788,1,1.0,2,20.575,4,False,False,True,True,False,False,True,False,True
789,0,46.0,0,79.2,1,True,False,False,True,False,False,False,False,False
790,0,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
791,0,16.0,0,26.0,1,True,True,False,True,False,False,True,False,True
792,0,29.69911764705882,2,69.55,11,False,False,True,False,False,False,True,False,True
793,0,29.69911764705882,0,30.6958,1,True,False,False,True,False,False,True,False,False
794,0,25.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
795,0,39.0,0,13.0,1,True,True,False,True,False,False,True,False,True
796,1,49.0,0,25.9292,1,True,False,False,False,True,False,False,False,True
797,1,31.0,0,8.6833,1,True,False,True,False,False,False,True,False,True
798,0,30.0,0,7.2292,1,True,False,True,True,False,False,True,False,False
799,0,30.0,1,24.15,3,False,False,True,False,False,False,True,False,True
800,0,34.0,0,13.0,1,True,True,False,True,False,False,True,False,True
801,1,31.0,1,26.25,3,False,True,False,False,False,False,True,False,True
802,1,11.0,2,120.0,4,False,False,False,True,False,False,False,False,True
803,1,0.42,1,8.5167,2,False,False,True,True,False,False,True,False,False
804,1,27.0,0,6.975,1,True,False,True,True,False,False,True,False,True
805,0,31.0,0,7.775,1,True,False,True,True,False,False,True,False,True
806,0,39.0,0,32.204207968574636,1,True,False,False,True,False,False,False,False,True
807,0,18.0,0,7.775,1,True,False,True,False,False,False,True,False,True
808,0,39.0,0,13.0,1,True,True,False,True,False,False,True,False,True
809,1,33.0,0,53.1,2,False,False,False,False,True,False,False,False,True
810,0,26.0,0,7.8875,1,True,False,True,True,False,False,True,False,True
811,0,39.0,0,24.15,1,True,False,True,True,False,False,True,False,True
812,0,35.0,0,10.5,1,True,True,False,True,False,False,True,False,True
813,0,6.0,2,31.275,7,False,False,True,False,False,False,True,False,True
814,0,30.5,0,8.05,1,True,False,True,True,False,False,True,False,True
815,0,29.69911764705882,0,32.204207968574636,1,True,False,False,True,False,False,False,False,True
816,0,23.0,0,7.925,1,True,False,True,False,False,False,True,False,True
817,0,31.0,1,37.0042,3,False,True,False,True,False,False,True,False,False
818,0,43.0,0,6.45,1,True,False,True,True,False,False,True,False,True
819,0,10.0,2,27.9,6,False,False,True,True,False,False,True,False,True
820,1,52.0,1,93.5,3,False,False,False,False,False,False,False,False,True
821,1,27.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
822,0,38.0,0,32.204207968574636,1,True,False,False,True,False,False,True,False,True
823,1,27.0,1,12.475,2,False,False,True,False,True,False,False,False,True
824,0,2.0,1,39.6875,6,False,False,True,True,False,False,True,False,True
825,0,29.69911764705882,0,6.95,1,True,False,True,True,False,False,True,True,False
826,0,29.69911764705882,0,56.4958,1,True,False,True,True,False,False,True,False,True
827,1,1.0,2,37.0042,3,False,True,False,True,False,False,True,False,False
828,1,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
829,1,62.0,0,80.0,1,True,False,False,False,False,False,False,False,False
830,1,15.0,0,14.4542,2,False,False,True,False,False,False,True,False,False
831,1,0.83,1,18.75,3,False,True,False,True,False,False,True,False,True
832,0,29.69911764705882,0,7.2292,1,True,False,True,True,False,False,True,False,False
833,0,23.0,0,7.8542,1,True,False,True,True,False,False,True,False,True
834,0,18.0,0,8.3,1,True,False,True,True,False,False,True,False,True
835,1,39.0,1,83.1583,3,False,False,False,False,True,False,False,False,False
836,0,21.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
837,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
838,1,32.0,0,56.4958,1,True,False,True,True,False,False,True,False,True
839,1,29.69911764705882,0,29.7,1,True,False,False,True,False,False,False,False,False
840,0,20.0,0,7.925,1,True,False,True,True,False,False,True,False,True
841,0,16.0,0,10.5,1,True,True,False,True,False,False,True,False,True
842,1,30.0,0,31.0,1,True,False,False,False,False,False,True,False,False
843,0,34.5,0,6.4375,1,True,False,True,True,False,False,True,False,False
844,0,17.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
845,0,42.0,0,7.55,1,True,False,True,True,False,False,True,False,True
846,0,29.69911764705882,2,69.55,11,False,False,True,True,False,False,True,False,True
847,0,35.0,0,7.8958,1,True,False,True,True,False,False,True,False,False
848,0,28.0,1,33.0,2,False,True,False,True,False,False,True,False,True
849,1,29.69911764705882,0,89.1042,2,False,False,False,False,False,False,False,False,False
850,0,4.0,2,31.275,7,False,False,True,True,False,False,True,False,True
851,0,74.0,0,7.775,1,True,False,True,True,False,False,True,False,True
852,0,9.0,1,15.2458,3,False,False,True,False,False,False,True,False,False
853,1,16.0,1,39.4,2,False,False,False,False,True,False,False,False,True
854,0,44.0,0,26.0,2,False,True,False,False,False,False,True,False,True
855,1,18.0,1,9.35,2,False,False,True,False,False,False,True,False,True
856,1,45.0,1,164.8667,3,False,False,False,False,False,False,True,False,True
857,1,51.0,0,26.55,1,True,False,False,True,True,False,False,False,True
858,1,24.0,3,19.2583,4,False,False,True,False,False,False,True,False,False
859,0,29.69911764705882,0,7.2292,1,True,False,True,True,False,False,True,False,False
860,0,41.0,0,14.1083,3,False,False,True,True,False,False,True,False,True
861,0,21.0,0,11.5,2,False,True,False,True,False,False,True,False,True
862,1,48.0,0,25.9292,1,True,False,False,False,True,False,False,False,True
863,0,29.69911764705882,2,69.55,11,False,False,True,False,False,False,True,False,True
864,0,24.0,0,13.0,1,True,True,False,True,False,False,True,False,True
865,1,42.0,0,13.0,1,True,True,False,False,False,False,True,False,True
866,1,27.0,0,13.8583,2,False,True,False,False,False,False,True,False,False
867,0,31.0,0,50.4958,1,True,False,False,True,False,False,False,False,True
868,0,29.69911764705882,0,9.5,1,True,False,True,True,False,False,True,False,True
869,1,4.0,1,11.1333,3,False,False,True,True,False,False,True,False,True
870,0,26.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
871,1,47.0,1,52.5542,3,False,False,False,False,True,False,False,False,True
872,0,33.0,0,5.0,1,True,False,False,True,False,False,False,False,True
873,0,47.0,0,9.0,1,True,False,True,True,False,False,True,False,True
874,1,28.0,0,24.0,2,False,True,False,False,False,False,True,False,False
875,1,15.0,0,7.225,1,True,False,True,False,False,False,True,False,False
876,0,20.0,0,9.8458,1,True,False,True,True,False,False,True,False,True
877,0,19.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
878,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
879,1,56.0,1,83.1583,2,False,False,False,False,False,False,False,False,False
880,1,25.0,1,26.0,2,False,True,False,False,False,False,True,False,True
881,0,33.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
882,0,22.0,0,10.5167,1,True,False,True,False,False,False,True,False,True
883,0,28.0,0,10.5,1,True,True,False,True,False,False,True,False,True
884,0,25.0,0,7.05,1,True,False,True,True,False,False,True,False,True
885,0,39.0,5,29.125,6,False,False,True,False,False,False,True,True,False
886,0,27.0,0,13.0,1,True,True,False,True,False,False,True,False,True
887,1,19.0,0,30.0,1,True,False,False,False,False,False,False,False,True
888,0,29.69911764705882,2,23.45,4,False,False,True,False,False,False,True,False,True
889,1,26.0,0,30.0,1,True,False,False,True,False,False,False,False,False
890,0,32.0,0,7.75,1,True,False,True,True,False,False,True,True,False
